target,text
0,its raining where i am i wish it wasnt
0,i wanna twitter more but my friends arent onto it yet im gonna have work on this
1,gasp no twitter for an hour such a tradgedy you must be addicted
1,oh i love he she rocks shes so pretty and an amazing actress go anna maria haha
1,it may have been bot accounts twitter suspends them and then they drop off your list probably isnt actual people
0,tip of the day having your disks mirrored does not save you from accidentally deleting files
1,loves the peace and quiet moments
1,am looking forward to lunch id like to say ill be wearing a red rose but am pretty much all in black as usual
1,he definaetly would lol my bday is going vwell thanks been uni for most of it but goin bowlin at then kfc and choc cake
1,i thought it was confizzled oh wellz you still knew where i was coming from
1,i want a job actually no i want more money more more more help uhuh
1,watching the grwatest game ever played on my new tv
0,bhupathimirza out of the mixed doubles in the first round itself not nice
0,what but i was so excited
1,can get a shot of baileys at mellys for that
1,can you top up my phone then may switch on adios ah kids doncha just love them
1,almost done workin then hangin with shawnny
0,starting to get real bored in rohester nothing really to do
0,mehhh opensource tools and apps rarely do in my experience
1,t fow and i found an amazing bedroom house yes yes party my butt off tonight
1,the guys at ppm because there all stars hope i win
0,wanna rip my throat out
1,is fixing her new lookbook account
1,had the craziest day ever soo much fun although exams are soon how was your day
0,me too we could hang out and watch doctor who together or something and eat american food siiiigh
1,im sure it will seem a lot shallower the next time you look at it
1,you might wanna ask im sure hes the one in the know here
1,phone working
1,i really cant wait for the arashis th single yay im excited
1,hi i am lee andrew a new gspntv plus member
0,srsly id so feel bad but i do love the bella one xd btw i miss you like crap
1,follow on my twitpic twit twit
1,hope youre ok amp you woke from a nicer dream this morning have a lovely day hun soon be weekend xxxx
0,you dont realize how jealous i am no one would take me and i wasnt allowed to go see them my life is ruined
1,great stuff onwards and upwards
0,the website has really compounded my already crappy moodi just want to cry amp go to bed maybe watching something cute will helpbut what
0,looks like there will be no pgr unless someone else takes it on
0,where is my lalaland cant find it
0,dude omg im bleeding from my anus like i fell on a patato and it like went up my butthole and i
1,thank you for following christina bledsoe and craig kwasniewski
1,sugarsync now has support for blackberry as well its perfect for busy execs all files on the go ad
0,
1,listening to mia rose touches my soul
1,lets hope something as wild happens in mansfield beantown represent
1,did you remember to put on the blip
1,thank you
0,rightt i said like three sentence and got kicked out
1,wants to get to do a charity concert next year what do you think the chances are we love him in arizona with no h
1,you gotta live on the westcoast for months out of the year lol
0,tried to get my wife interested in the idea of chastity but she just doesnt seem interested
1,ha awesome you are always the best new people finder i know
1,hahaha its true it would be hellllla funny like if it was anyone like kevin oh my gosh freakin funny
1,i fear s cheeseheaded tommy the rockabilly zookeeper might give rhonda some odd dreams but are they really odd
1,are you pointing at it and marking your bit for saturday breakfast
0,need a very special kind of glue
1,going to the movies
0,knight you dont know hwat you are missing in august
0,uhoh fda says zicam nasal spray can permanently damage sense of smell amp that it should not be used hope that doesnt apply to the gel
1,thanks mate
1,goin la a soccer game idk if the glxy r gona win though
1,you really are
1,well i hope you quotearnquot it soon everyone should be happy
1,you should update
1,just got flowers from my dad with a note quota couple days to go i may have to share you but youll always be my little girlquot a
1,i get to do a review for katie and nina and for colette when it gets here life is good
1,i wish all women had the same feeling not just the preggers ones
0,why is it that my family will always take my little sister places without me but never me without her is a bit sad really
1,organize suitcase now then sleep youll sleep better knowing its done
1,ohhh sorry im rudefirst good morning and wish you all a good day
0,stop torturing yourself
1,when when
0,hungry
1,just so much like i havent jumped out of a plane while barbecuing yet me roboooot doodle
0,the championships or any other slam for that matter aint never the same without cha we miss you rafa
1,thanks
1,sigh not satisfied with these drumsoh well i guess its only been months so i guess more practice
1,lets set it up jill and i have thesis madness lang but lets definitely set it up
1,hey long time no talk saw your twitter thing from myspace whats good with you
0,ok so she is good and wants to start modeling but no one will reply to me because i dont have any followers so sad not really but
0,no beach
1,bing facebook urls safari amp firefox updates pre new iphone out this week it is getting fast amp furious
1,home sweet home i had a long day
1,new acc on twitter
1,welcome home
1,hanging around the house then going atl to work as a paid extra in quotthe blind sidequot with sandra bullock tim mcgraw amp cathy bates
1,pink toenails all round
0,definitely ate the wrong thing tonight ugh
1,thank you sir is the man
1,resting rules
1,i was studying before heh im gonna take a tennis break soon tomorrow and tuesday imma hardcore
1,happy mothers day going out to eat with family
0,that would be fun but we live so far very very far
